,0
250,"인천에 있는 메디컬 캠퍼스는 성남에 있는 글로벌 캠퍼스와 달리 학교가 작은 편에 속합니다. 가끔씩 글로벌캠퍼스인 줄 알고 착각하고 실망하는 학생들이 있는데, 의용생체공학과는 메디컬캠퍼스에 소속되어 있습니다. 학교 시설 자체는 크게 좋은 편도 나쁜편도 아니라고 생각합니다. 메디컬캠퍼스의 장점은 학교 부지가 넓지 않아서 건물 간의 거리를 신경쓰지 않고 시간표를 짤 수 있다는 겁니다. ㅎㅎ 뭐 말로는 장학금 많이 준다고는 하지만 이건 글로벌캠퍼스 학생들에게 해당되는 이야기입니다. 학교 내에서 실시하는 프로그램 대다수가 성남에 있는 글로벌캠퍼스에서 시행되고 있고, 메디컬캠퍼스 학생이 참여하려 하면 학생이 직접 이동해야 합니다. 이러한 점이 개선되었으면 하지만 아직까지는 이루어지지 않고 있네요."
251,"저희 학과는 전공심화, 복수전공, 부전공,융합전공 중 1가지를 택해야 졸업이 가능합니다. 전공심화는 말 그대로 의용생체공학과 전공 수업을 많이 듣는 것이고, 복수전공이나 부전공은 타전공을 같이 이수하는 것입니다. 마지막으로 융합전공은 대학에서 입시를 통해 학생들을 뽑지 않고 재학생들 중 융합전공을 따로 신청해서 이수할 수 있습니다. 융합전공마다 일부 학과의 전공 과목 중 일부를 중복 인정해주기 때문에 이를 확인해보시는 걸 추천드립니다. 물리, 화학, 생물, 그리고 프로그래밍 등 매우 다양한 분야들을 같이 배울 수 있는 학과입니다. 의료기기와 영상처리에 대해 배우는 강의들도 있습니다. 4차산업으로 유망한 3D프린터를 이용한 수업도 있습니다. 하지만 역시 여러 분야를 폭넓게 배우는 만큼 깊이가 상대적으로 얕아질 수 밖에 없습니다. 하지만 복수전공이나 부전공, 융합전공을 통해 이 부분은 충분히 보완할 수 있다고 생각합니다. 의용생체공학과에서는 배우는 분야가 다양한 만큼 고려할 수 있는 학과 수도 그만큼 많다고 생각합니다. 물론 복수전공하는 학생들 중 대다수가 전기공학이나 소프트웨어 쪽을 복수전공하지만 바이오, 화학 쪽을 복수전공하는 학생들도 일부 있습니다. 그러니 그런 건 크게 신경쓰지 않고 본인이 원하는 진로로 선택하면 될 거 같습니다."
252,저는 학교가 굉장히 마음에 들었어요. 학교 걸어다니는 학생들 분위기만 봐도 어떤 학교인지 보인다고 하는데 대부분 깔끔하고 예의바른 학생들이에요. 시설도 좋고요. 다만 예대는 건물이 좋진 않네요.
253,저는 코로나 학번이였는데 교수님들께서 개개인 학생들에게 열정과 애정을 쏟아주시면서 가르쳐주세요! 회화과 선배님들도 유명하신분들 많구요. 가만히 과실에서 그림그릴 수 있는것도 좋고 여러모로 만족스러운 1학년이였습니다. 근데 생각보다 미술을 하려고 하는 학생들만 있는건 아니고요 졸업장 얻으려고 학교 다니는
254,학교 깔끔하고 쾌적함ㅁㅁㅁㅁㅁ~~~~~~~~~~
255,무난하게 무난해요~~~~~~~~~~~~~~~~
256,학교가 생각보다 깔끔하고 좋다 근데 기숙사랑 중도 위치는 좀 아닌듯... ...
257,아직 1학년이라 자세히는 모르겠지만 아직은 만족! 다른 생명관련과랑 고민하다 왔는데 여러방면에서 후회할 것 같지는 않음
258,이해할 수 없는 행정처리 스가이 ㄱㅇㅅ
259,전자공학과 x 반도체/디스플레이 공학과 0
260,어중간함 ㅅㅌㅊ 애들이 반 ㅎㅌㅊ 지잡수준애들이 반
261,그닥 난 선거할때 투표해달라고 난리치던 사람들이 선거끝나니깐 입싹닫고 학생들한테 무관심한게 좀 그랫음
262,
263,
264,"2년 후 새 건물로 이주 예정, 취업지원이나 리크루팅은 잘 오는 편이지만 학생들의 관심이 낮은 듯 하며 하는 사람만 함. 장학금과 별개로 교내 공모전이 매우 많으며 상금도 많은 편.(팀 공모전은 최대 300 만 원, 개인 공모전은 50 만 원 까지도 받음) 그렇게 넓지도, 좁지도 않은 캠퍼스다운 캠퍼스"
265,"경원전문대 시절 교수진이 나갈 때가 되면서 점점 스펙이 좋은 교수님들 유입이 늘어남(퍼듀공대, A&M, 포스텍 박사 등). 반도체 위주의 커리큘럼이 있긴 했으나 19학번 부터 소프트웨어 과목 신설과 함께 시스템 관련 교수 초빙 예정(2021 1학기). 학과 특성상 아웃풋이라기 보다 개인 노력에 족쇄가 되지 않는 정도이므로 노력하는 만큼 가는 편(삼성전자 연구개발직, 한컴 인텔리전스 등). 학과 분위기는 대형과(학번당 100명 정도)이다보니 같은 학번에 누가 있는지도 모르는 경우가 있음. 학생들의 실력편차가 비교적 있는 편이라 조금만 열심히 해도 학점 따기는 어렵지 않은 편."
266,"인천에 있는 메디컬 캠퍼스는 성남에 있는 글로벌 캠퍼스와 달리 학교가 작은 편에 속합니다. 가끔씩 글로벌캠퍼스인 줄 알고 착각하고 실망하는 학생들이 있는데, 의용생체공학과는 메디컬캠퍼스에 소속되어 있습니다. 학교 시설 자체는 크게 좋은 편도 나쁜편도 아니라고 생각합니다. 메디컬캠퍼스의 장점은 학교 부지가 넓지 않아서 건물 간의 거리를 신경쓰지 않고 시간표를 짤 수 있다는 겁니다. ㅎㅎ 뭐 말로는 장학금 많이 준다고는 하지만 이건 글로벌캠퍼스 학생들에게 해당되는 이야기입니다. 학교 내에서 실시하는 프로그램 대다수가 성남에 있는 글로벌캠퍼스에서 시행되고 있고, 메디컬캠퍼스 학생이 참여하려 하면 학생이 직접 이동해야 합니다. 이러한 점이 개선되었으면 하지만 아직까지는 이루어지지 않고 있네요."
267,"저희 학과는 전공심화, 복수전공, 부전공,융합전공 중 1가지를 택해야 졸업이 가능합니다. 전공심화는 말 그대로 의용생체공학과 전공 수업을 많이 듣는 것이고, 복수전공이나 부전공은 타전공을 같이 이수하는 것입니다. 마지막으로 융합전공은 대학에서 입시를 통해 학생들을 뽑지 않고 재학생들 중 융합전공을 따로 신청해서 이수할 수 있습니다. 융합전공마다 일부 학과의 전공 과목 중 일부를 중복 인정해주기 때문에 이를 확인해보시는 걸 추천드립니다. 물리, 화학, 생물, 그리고 프로그래밍 등 매우 다양한 분야들을 같이 배울 수 있는 학과입니다. 의료기기와 영상처리에 대해 배우는 강의들도 있습니다. 4차산업으로 유망한 3D프린터를 이용한 수업도 있습니다. 하지만 역시 여러 분야를 폭넓게 배우는 만큼 깊이가 상대적으로 얕아질 수 밖에 없습니다. 하지만 복수전공이나 부전공, 융합전공을 통해 이 부분은 충분히 보완할 수 있다고 생각합니다. 의용생체공학과에서는 배우는 분야가 다양한 만큼 고려할 수 있는 학과 수도 그만큼 많다고 생각합니다. 물론 복수전공하는 학생들 중 대다수가 전기공학이나 소프트웨어 쪽을 복수전공하지만 바이오, 화학 쪽을 복수전공하는 학생들도 일부 있습니다. 그러니 그런 건 크게 신경쓰지 않고 본인이 원하는 진로로 선택하면 될 거 같습니다."
268,떡상할 가능성이 매우 높다. 입지가 그 근거.
269,커리가 생물쪽보다는 전자공쪽억 많이 치우쳐있다. 이게 제일 중요할듯.
270,학교 깔끔하고 쾌적함ㅁㅁㅁㅁㅁ~~~~~~~~~~
271,무난하게 무난해요~~~~~~~~~~~~~~~~
272,학교의 이미지가 올라가고 있는 것을 주변에서 조금씩 체감하고 있음. 교환학생 제도도 타학교 학생들과 이야기했을 때 좋은 편이고 공지사항만 잘 보면 내가 얻어갈 수 있는 정보도 많음 다만 가끔 학교의 일처리가 답답함. 그리고 아웃풋의 경우도 학교가 통합된지 얼마 되지않아서 그런지 경험이 부족한 것은 팩트. 그리고 이 학교를 와서 느낀 것은 학생이 얼만큼 노력하냐였음. 노력에 따라서 결과물도 많이 달라짐. 그리고 그 노력을 펼칠 수 있는 공간정도는 되는 학교라고 생각함.
273,우선 이 학과의 장점이자 단점은 선배와의 교류 타학교 친구들이 선배들 눈치보인다라고 이야기할 때 이 학과는 선배가 학생회선배들 잠깐 보고 끝이여서 그런 것 없음. 다만 처음에 아무것도 모를 때 물어볼 사람이 없어서 답답했음 1학년때는 대부분 교양을 듣기에 이 학과가 좋다 나쁘다를 직접적으로 체감하지는 못함. 다만 수강신청 자체가 가천대의 경우 타전공을 들을 때 우선권이 없어서 불편했던 점과 2학년 때 타학과에 비해 전공수업이 많아짐. 특히 글쓴이의 경우 특정 학과를 가고 싶다는 생각이 원래 있어서 솔직히 말하면 그 학과로 바로 갈 걸... 이라는 후회가 남기도 함. 학과 분위기는 선배들이 없기 때문에 학과만의 분위기가 있다기 보다는 학번별로 다를거라고 생각함. 다만 내 주위 동기들은 1년만 보고 헤어질 사람들이라는 이미지가 존재했음.
274,이해할 수 없는 행정처리 스가이 ㄱㅇㅅ
275,전자공학과 x 반도체/디스플레이 공학과 0
276,어중간함 ㅅㅌㅊ 애들이 반 ㅎㅌㅊ 지잡수준애들이 반
277,그닥 난 선거할때 투표해달라고 난리치던 사람들이 선거끝나니깐 입싹닫고 학생들한테 무관심한게 좀 그랫음
278,
279,
280,"시설도 좋고(물론 옛날 건물은 제외) 교통도 매우매우매우 좋음 전국 대학에 손을 꼽을 정도라 생각될정도. 대단한 교수님들도 계시고 수업도 매우 좋음. 단점이 있다면 학교가 돈욕심이 있다는거? 이길여여사님 내년이면90이신데 아직까지 총장자리에 앉아계심.. 동상도 있는거 보면 쫌 권위적인 학교임 학생들 의견 반영하긴 하나 조금 반영함. 쨌든 장점 : 시설, 교통, 학습환경, 대학가, 계속 뭔가 만듦, 대외활동 많음, 열심히 하면 하와이로 유학보내줌, 축제 워터파크, 등등 꽤 많다고 생각함 단점 : 돈밝힘. 수환회때부터 돈밝히는걸 알수있음, 학생의견이 반영이 잘 안됨, 학식 맛없음, 교무처에 일하는 태권도학과 전학생회장ㄱㅇㅅ씨 학생때려놓고 아직까지 안짤림;;"
281,억울하다. 우린 소방설비를 배우는 학과가 아니라 설비공학을 배울수도 있고 소방학을 배울수도 있는 학과다. 다들 설비소방공학과라고 그러면 소방설비만드냐고 그러더라. 우린 모든 설비를 배운다. 소방설비도 배우긴 한다. 소방공무원 준비하는 친구들은 소방과 전공한다. 아무튼 우린 다양한 설비를 배우는 학과임으로 오해하진 말기를. 전국에 소방학과에 1등이라는 자부심있는 학과이다. 설비쪽도 유일하게 있는 대학이라 취업은 매우 잘된다.(단지 길은 많으나 좁을뿐) 작년에 학교에서 전체학과평가에 2등하는 쾌거를 이룬 학과이다. 선배님들 엄청나게 친절하시고 유쾌하다. 소방과라서 그런지? 친구들은 완전 친절하고 성격이 좋아서 학과 분위기가 훈훈하다. 문과 친구들 종종 있는데 물리 수학 공부미리하고 와라. 많이들 어려워 하더라 교수님들도 엄청 유쾌하시다. 윗물이 맑으면 아랫물이 맑다는걸 실감할 수 있다. 소방공무원이 되고 싶어 여기로 오는 친구들은 아주 좋은 기회이다. 소방전공하다가 갑자기 꿈이 바뀌어 설비쪽을 전공할 수 있기 때문이다. 학부가 아니기에 가능한 일. 암튼 매우 만족하면서 다니는 중이다. 원래는 옛날 건물 쓰고 있았는데 23년인가에 신식 건물로 이동예정이다. 현재 건물은 짓고있는 중이다.다들 수시기간에 여기 많이 들릴거라 생각한다. 나도 대학백과보고 가천대 가길 결심했다. 끊임없이 도전하는 학교이니 후배들아 너희도 여기에 많이 도전해봐. 파이팅
282,
283,
284,"인천에 있는 메디컬 캠퍼스는 성남에 있는 글로벌 캠퍼스와 달리 학교가 작은 편에 속합니다. 가끔씩 글로벌캠퍼스인 줄 알고 착각하고 실망하는 학생들이 있는데, 의용생체공학과는 메디컬캠퍼스에 소속되어 있습니다. 학교 시설 자체는 크게 좋은 편도 나쁜편도 아니라고 생각합니다. 메디컬캠퍼스의 장점은 학교 부지가 넓지 않아서 건물 간의 거리를 신경쓰지 않고 시간표를 짤 수 있다는 겁니다. ㅎㅎ 뭐 말로는 장학금 많이 준다고는 하지만 이건 글로벌캠퍼스 학생들에게 해당되는 이야기입니다. 학교 내에서 실시하는 프로그램 대다수가 성남에 있는 글로벌캠퍼스에서 시행되고 있고, 메디컬캠퍼스 학생이 참여하려 하면 학생이 직접 이동해야 합니다. 이러한 점이 개선되었으면 하지만 아직까지는 이루어지지 않고 있네요."
285,"저희 학과는 전공심화, 복수전공, 부전공,융합전공 중 1가지를 택해야 졸업이 가능합니다. 전공심화는 말 그대로 의용생체공학과 전공 수업을 많이 듣는 것이고, 복수전공이나 부전공은 타전공을 같이 이수하는 것입니다. 마지막으로 융합전공은 대학에서 입시를 통해 학생들을 뽑지 않고 재학생들 중 융합전공을 따로 신청해서 이수할 수 있습니다. 융합전공마다 일부 학과의 전공 과목 중 일부를 중복 인정해주기 때문에 이를 확인해보시는 걸 추천드립니다. 물리, 화학, 생물, 그리고 프로그래밍 등 매우 다양한 분야들을 같이 배울 수 있는 학과입니다. 의료기기와 영상처리에 대해 배우는 강의들도 있습니다. 4차산업으로 유망한 3D프린터를 이용한 수업도 있습니다. 하지만 역시 여러 분야를 폭넓게 배우는 만큼 깊이가 상대적으로 얕아질 수 밖에 없습니다. 하지만 복수전공이나 부전공, 융합전공을 통해 이 부분은 충분히 보완할 수 있다고 생각합니다. 의용생체공학과에서는 배우는 분야가 다양한 만큼 고려할 수 있는 학과 수도 그만큼 많다고 생각합니다. 물론 복수전공하는 학생들 중 대다수가 전기공학이나 소프트웨어 쪽을 복수전공하지만 바이오, 화학 쪽을 복수전공하는 학생들도 일부 있습니다. 그러니 그런 건 크게 신경쓰지 않고 본인이 원하는 진로로 선택하면 될 거 같습니다."
